year,type_of_violence,Region,best_est,latitude,longitude,date_start,date_end,event_clarity
2022,1,Donetsk oblast,2,48.556593,38.157807,26/06/2022,27/06/2022,1
2022,1,Donetsk oblast,1,48.520114,37.704963,14/06/2022,15/06/2022,1
2022,1,Donetsk oblast,3,47.095833,37.549444,12/06/2022,13/06/2022,1
2022,1,,1,49,32,14/06/2022,14/06/2022,1
2022,1,Kherson oblast,2,46.693345,32.541668,15/06/2022,15/06/2022,1
2022,1,Donetsk oblast,2,48.14,37.74,14/06/2022,15/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,14/06/2022,15/06/2022,2
2022,1,Kharkiv oblast,113,49.5,36.5,24/02/2022,15/06/2022,2
2022,1,Mykolayiv oblast,2,46.975,32,14/06/2022,15/06/2022,1
2022,1,Donetsk oblast,2,48.72778,38.25873,14/06/2022,15/06/2022,1
2022,1,Luhansk oblast,6,48.564161,38.644237,15/06/2022,15/06/2022,1
2022,1,Luhansk oblast,2,48.60291,38.71657,15/06/2022,15/06/2022,1
2022,1,Donetsk oblast,3,47.92,38.28,14/06/2022,15/06/2022,1
2022,1,Donetsk oblast,1,48.132482,37.911149,13/06/2022,15/06/2022,1
2022,1,Sumy oblast,4,50.8,34.4908,16/06/2022,16/06/2022,1
2022,1,Sumy oblast,3,51.243111,34.491625,15/06/2022,15/06/2022,1
2022,1,Kherson oblast,1,47.129904,33.406244,14/06/2022,16/06/2022,1
2022,1,Sumy oblast,2,51.678937,33.912367,15/06/2022,15/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,15/06/2022,16/06/2022,2
2022,1,Donetsk oblast,1,48.049822,37.969032,14/06/2022,16/06/2022,1
2022,1,Kherson oblast,2,46.6406,32.61589,16/06/2022,17/06/2022,1
2022,1,Luhansk oblast,4,48.90421,38.44094,16/06/2022,16/06/2022,1
2022,1,Donetsk oblast,0,47.095833,37.549444,25/03/2022,25/03/2022,1
2022,1,,2,47.333839,33.565379,16/06/2022,16/06/2022,1
2022,1,Donetsk oblast,1,48.145278,37.745,14/06/2022,15/06/2022,1
2022,1,Luhansk oblast,1,48.92,39.02,14/06/2022,16/06/2022,1
2022,1,Donetsk oblast,4,48.14,37.74,15/06/2022,16/06/2022,2
2022,1,Donetsk oblast,2,48.14,37.74,16/06/2022,16/06/2022,1
2022,1,Luhansk oblast,2,48.933333,38.5,15/06/2022,17/06/2022,1
2022,1,Mykolayiv oblast,2,46.959201,31.987586,17/06/2022,17/06/2022,1
2022,1,Donetsk oblast,1,48.14,37.74,16/06/2022,17/06/2022,1
2022,1,Kherson oblast,2,46.750488,33.367315,17/06/2022,17/06/2022,1
2022,1,Kherson oblast,2,46.954179,33.914725,15/06/2022,17/06/2022,1
2022,1,Donetsk oblast,1,48.120944,37.872544,16/06/2022,17/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,16/06/2022,17/06/2022,2
2022,1,Luhansk oblast,2,48.90421,38.44094,15/06/2022,17/06/2022,1
2022,1,Donetsk oblast,2,48.404444,38.081667,17/06/2022,17/06/2022,1
2022,1,Dnipropetrovsk oblast,1,48.2,36.1,15/06/2022,17/06/2022,1
2022,1,Luhansk oblast,10,48.133333,38.933333,16/06/2022,16/06/2022,1
2022,1,Odessa oblast,1,45.203889,30.615,15/06/2022,17/06/2022,1
2022,1,Kharkiv oblast,2,50.265095,36.240978,16/06/2022,17/06/2022,1
2022,1,Kharkiv oblast,2,50.160228,36.819191,16/06/2022,17/06/2022,1
2022,1,Kharkiv oblast,2,50.231918,36.23657,16/06/2022,17/06/2022,1
2022,1,Donetsk oblast,2,48.473339,38.081684,16/06/2022,17/06/2022,1
2022,1,Donetsk oblast,2,48.758291,38.24724,16/06/2022,17/06/2022,1
2022,1,Donetsk oblast,2,48.985278,37.811111,17/06/2022,17/06/2022,1
2022,1,Donetsk oblast,1,48.14,37.74,17/06/2022,17/06/2022,1
2022,1,Donetsk oblast,1,48.592436,37.99993,17/06/2022,17/06/2022,1
2022,1,Donetsk oblast,2,48.29816,37.77163,17/06/2022,17/06/2022,1
2022,1,Donetsk oblast,1,48.223333,37.871944,17/06/2022,17/06/2022,1
2022,1,Zaporizhzhya oblast,1,47.5,36.38,16/06/2022,16/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,17/06/2022,18/06/2022,2
2022,1,Donetsk oblast,1,47.14908,37.63013,04/03/2022,04/03/2022,1
2022,1,Donetsk oblast,2,48.98839,37.41484,17/06/2022,18/06/2022,1
2022,1,Donetsk oblast,2,48,37.805278,18/06/2022,18/06/2022,1
2022,1,Donetsk oblast,1,48.14,37.74,18/06/2022,18/06/2022,2
2022,1,Luhansk oblast,2,48.92977,38.55581,11/06/2022,18/06/2022,1
2022,1,Luhansk oblast,2,48.90421,38.44094,16/06/2022,19/06/2022,1
2022,1,Donetsk oblast,1,48.41955,38.032433,18/06/2022,19/06/2022,1
2022,1,Kharkiv oblast,1,49.507991,36.567139,18/06/2022,19/06/2022,1
2022,1,Dnipropetrovsk oblast,3,48.868629,35.21207,19/06/2022,19/06/2022,1
2022,1,Mykolayiv oblast,2,46.975,32,18/06/2022,18/06/2022,1
2022,3,Kherson oblast,1,46.113983,32.912695,17/06/2022,17/06/2022,1
2022,1,,2,47.333839,33.565379,18/06/2022,19/06/2022,1
2022,1,Luhansk oblast,1,48.79074,38.41324,17/06/2022,19/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,18/06/2022,19/06/2022,2
2022,1,Donetsk oblast,1,48.2737,37.97252,19/06/2022,19/06/2022,1
2022,1,Kharkiv oblast,2,49.5,36.5,09/06/2022,19/06/2022,1
2022,1,Donetsk oblast,2,48.14,37.74,18/06/2022,19/06/2022,2
2022,1,Donetsk oblast,2,48.14,37.74,18/06/2022,19/06/2022,2
2022,1,Luhansk oblast,2,48.743142,38.375245,18/06/2022,19/06/2022,2
2022,1,Dnipropetrovsk oblast,2,47.694732,33.165772,17/06/2022,19/06/2022,1
2022,1,Donetsk oblast,2,48.049822,37.969032,19/06/2022,19/06/2022,1
2022,1,Mykolayiv oblast,1,46.61472,31.54505,19/06/2022,19/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,19/06/2022,20/06/2022,2
2022,1,Kharkiv oblast,1,50.272064,35.980068,18/06/2022,20/06/2022,1
2022,1,Kharkiv oblast,97,49.5,36.5,24/02/2022,19/06/2022,2
2022,1,Kyiv oblast,11,50.198897,30.090833,24/02/2022,20/06/2022,2
2022,1,Zaporizhzhya oblast,2,47.83972,35.14057,16/06/2022,19/06/2022,2
2022,1,Kharkiv oblast,2,49.463017,36.857435,20/06/2022,20/06/2022,1
2022,1,Kharkiv oblast,1,50.04274,36.46799,20/06/2022,20/06/2022,1
2022,1,Donetsk oblast,2,47.92,38.28,19/06/2022,20/06/2022,2
2022,1,Donetsk oblast,2,48.758291,38.24724,28/06/2022,28/06/2022,1
2022,1,Luhansk oblast,2,48.85489,38.26829,28/06/2022,28/06/2022,1
2022,1,Donetsk oblast,1,48,37.805278,18/06/2022,18/06/2022,1
2022,1,,0,45.377,30.927,20/06/2022,20/06/2022,1
2022,1,Donetsk oblast,2,48.807965,38.240373,26/06/2022,27/06/2022,1
2022,1,Donetsk oblast,2,48.707778,38.147778,26/06/2022,27/06/2022,1
2022,1,Zaporizhzhya oblast,1,47.58861,36.26109,15/05/2022,15/05/2022,1
2022,1,,2,47.333839,33.565379,19/06/2022,21/06/2022,1
2022,1,Luhansk oblast,1,48.90421,38.44094,19/06/2022,20/06/2022,1
2022,1,Luhansk oblast,1,48.933333,38.5,20/06/2022,21/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,20/06/2022,21/06/2022,2
2022,1,Mykolayiv oblast,1,46.975,32,21/06/2022,21/06/2022,1
2022,1,Kharkiv oblast,5,49.98081,36.25272,21/06/2022,21/06/2022,1
2022,1,Zaporizhzhya oblast,2,47.83972,35.14057,19/06/2022,21/06/2022,1
2022,1,Donetsk oblast,2,48.049822,37.969032,21/06/2022,21/06/2022,1
2022,1,Donetsk oblast,1,48,37.805278,21/06/2022,21/06/2022,1
2022,1,Kharkiv oblast,3,50.388735,36.066505,21/06/2022,21/06/2022,1
2022,1,Kharkiv oblast,1,50.174383,36.113637,19/06/2022,21/06/2022,1
2022,1,Donetsk oblast,1,48,37.805278,18/06/2022,18/06/2022,1
2022,1,Kharkiv oblast,6,49.83538,36.6865,21/06/2022,21/06/2022,1
2022,1,Donetsk oblast,1,48.59348,37.85724,21/06/2022,21/06/2022,1
2022,1,Donetsk oblast,4,47.92,38.28,20/06/2022,21/06/2022,1
2022,1,Odessa oblast,2,45.254159,30.203448,07/05/2022,09/05/2022,1
2022,1,Kharkiv oblast,2,49.83538,36.6865,22/06/2022,22/06/2022,1
2022,1,,2,47.333839,33.565379,21/06/2022,21/06/2022,2
2022,1,Luhansk oblast,2,48.21,39.33,21/06/2022,22/06/2022,2
2022,1,Kharkiv oblast,3,50.272064,35.980068,21/06/2022,21/06/2022,1
2022,1,Kharkiv oblast,4,49.054475,37.115267,21/06/2022,22/06/2022,1
2022,1,Luhansk oblast,1,48.564161,38.644237,22/06/2022,22/06/2022,1
2022,1,Donetsk oblast,1,48.14,37.74,21/06/2022,22/06/2022,1
2022,1,Kharkiv oblast,1,49.03284,37.12232,19/06/2022,19/06/2022,1
2022,1,Zaporizhzhya oblast,7,47.83972,35.14057,20/06/2022,22/06/2022,1
2022,1,Mykolayiv oblast,0,46.959201,31.987586,22/06/2022,22/06/2022,1
2022,1,Kherson oblast,1,47.295657,33.55984,21/06/2022,21/06/2022,1
2022,1,Donetsk oblast,1,48.397804,37.843767,21/06/2022,22/06/2022,1
2022,1,Donetsk oblast,2,48.14,37.74,19/06/2022,21/06/2022,1
2022,1,Donetsk oblast,2,47.702784,37.201793,22/06/2022,22/06/2022,1
2022,1,Kharkiv oblast,5,49.51169,36.75322,22/06/2022,22/06/2022,1
2022,1,Donetsk oblast,2,47.92,38.28,21/06/2022,22/06/2022,2
2022,1,Luhansk oblast,1,48.90421,38.44094,22/06/2022,22/06/2022,1
2022,1,Sumy oblast,1,51,34,22/06/2022,22/06/2022,1
2022,1,Sumy oblast,1,50.4243,35.47989,22/06/2022,23/06/2022,1
2022,1,Luhansk oblast,1,48.933333,38.5,21/06/2022,23/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,22/06/2022,23/06/2022,2
2022,1,Donetsk oblast,2,48.14,37.74,22/06/2022,23/06/2022,1
2022,1,Donetsk oblast,1,48.2737,37.97252,23/06/2022,23/06/2022,1
2022,1,Kharkiv oblast,3,49.5,36.5,22/06/2022,22/06/2022,2
2022,1,,1,48.15,38.65,26/03/2022,26/03/2022,1
2022,1,Kyiv oblast,1,50.66242,29.80488,24/02/2022,23/06/2022,1
2022,1,Kherson oblast,1,46.113983,32.912695,22/06/2022,22/06/2022,1
2022,1,Kherson oblast,2,46.6406,32.61589,22/06/2022,23/06/2022,1
2022,1,,2,49,32,22/06/2022,23/06/2022,1
2022,1,Donetsk oblast,1,48,37.805278,23/06/2022,23/06/2022,1
2022,1,Luhansk oblast,2,48.90421,38.44094,22/06/2022,24/06/2022,1
2022,1,Kharkiv oblast,2,49.463017,36.857435,23/06/2022,23/06/2022,1
2022,1,Donetsk oblast,4,47.92,38.28,22/06/2022,23/06/2022,1
2022,1,Luhansk oblast,1,48.90421,38.44094,22/06/2022,24/06/2022,1
2022,1,Mykolayiv oblast,1,46.962491,32.35994,23/06/2022,23/06/2022,1
2022,1,Donetsk oblast,1,48.59348,37.85724,23/06/2022,23/06/2022,1
2022,1,Donetsk oblast,2,48.145278,37.745,23/06/2022,23/06/2022,1
2022,1,Donetsk oblast,3,49.02328,37.65,23/06/2022,23/06/2022,1
2022,1,Donetsk oblast,2,48.899072,37.72576,24/06/2022,24/06/2022,1
2022,1,Donetsk oblast,1,47.86651,37.40701,24/06/2022,24/06/2022,1
2022,1,Kherson oblast,1,46.63695,32.61458,24/06/2022,24/06/2022,1
2022,1,Kharkiv oblast,1,49.463017,36.857435,24/06/2022,24/06/2022,1
2022,1,Donetsk oblast,2,47.94542,37.617341,22/06/2022,24/06/2022,1
2022,1,Luhansk oblast,3,48.933333,38.5,24/06/2022,24/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,23/06/2022,24/06/2022,2
2022,1,Donetsk oblast,2,48.465833,38.201667,23/06/2022,24/06/2022,1
2022,1,Kyiv oblast,5,50.198897,30.090833,24/02/2022,24/06/2022,2
2022,1,Donetsk oblast,2,48.92053,37.78294,24/06/2022,24/06/2022,1
2022,1,Donetsk oblast,2,47.92,38.28,23/06/2022,24/06/2022,1
2022,1,Zhytomyr oblast,1,50.58333,28.5,25/06/2022,25/06/2022,1
2022,1,Mykolayiv oblast,0,46.959201,31.987586,24/02/2022,25/06/2022,2
2022,1,Donetsk oblast,1,48.268307,38.370347,24/06/2022,25/06/2022,1
2022,1,Zaporizhzhya oblast,11,47.563928,35.785136,24/02/2022,24/02/2022,2
2022,1,Luhansk oblast,2,48.21,39.33,24/06/2022,25/06/2022,2
2022,1,Donetsk oblast,2,48.14,37.74,24/06/2022,25/06/2022,2
2022,1,Donetsk oblast,2,49.015428,37.506746,24/06/2022,25/06/2022,1
2022,1,Rivne oblast,4,51.336407,26.611879,25/06/2022,25/06/2022,1
2022,1,Donetsk oblast,2,48.520114,37.704963,23/06/2022,25/06/2022,1
2022,1,Donetsk oblast,1,47.92,38.28,25/06/2022,25/06/2022,1
2022,1,Kharkiv oblast,1,50.272064,35.980068,25/06/2022,26/06/2022,1
2022,1,Luhansk oblast,1,48.90421,38.44094,25/06/2022,26/06/2022,1
2022,1,Donetsk oblast,3,48.145278,37.745,25/06/2022,26/06/2022,1
2022,1,Kyiv Special Republican city,1,50.45,30.52333,26/06/2022,26/06/2022,1
2022,1,Cherkasy oblast,1,49.444018,32.059893,26/06/2022,26/06/2022,1
2022,1,Donetsk oblast,2,47.755044,37.217338,25/06/2022,26/06/2022,1
2022,1,Luhansk oblast,1,49.041997,38.210206,26/06/2022,26/06/2022,1
2022,1,Donetsk oblast,1,48.3,38.05,26/06/2022,26/06/2022,1
2022,1,Donetsk oblast,1,47.87711,37.71663,26/06/2022,26/06/2022,1
2022,1,Luhansk oblast,2,48.85489,38.26829,26/06/2022,27/06/2022,1
2022,1,Sumy oblast,1,51,34,26/06/2022,27/06/2022,1
2022,1,Kharkiv oblast,2,49.840009,36.727482,26/06/2022,27/06/2022,1
2022,1,Donetsk oblast,101,47.095833,37.549444,02/03/2022,19/03/2022,1
2022,1,Zaporizhzhya oblast,1,47.438862,35.284709,27/06/2022,27/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,26/06/2022,27/06/2022,2
2022,1,Donetsk oblast,1,48.853333,37.625,27/06/2022,27/06/2022,1
2022,1,Donetsk oblast,2,48.049822,37.969032,27/06/2022,27/06/2022,1
2022,1,Poltava oblast,21,49.068297,33.414571,27/06/2022,27/06/2022,1
2022,1,Kharkiv oblast,9,49.98081,36.25272,27/06/2022,27/06/2022,1
2022,1,Donetsk oblast,1,48.14708,37.30032,27/06/2022,27/06/2022,1
2022,1,Luhansk oblast,11,48.90421,38.44094,27/06/2022,27/06/2022,1
2022,1,Donetsk oblast,1,48.120944,37.872544,27/06/2022,27/06/2022,1
2022,1,Donetsk oblast,2,48.435297,38.220482,27/06/2022,27/06/2022,1
2022,1,Mykolayiv oblast,3,46.61472,31.54505,28/06/2022,28/06/2022,1
2022,1,Kharkiv oblast,1,49.913382,36.171062,26/06/2022,28/06/2022,1
2022,1,Kharkiv oblast,1,49.98081,36.25272,26/06/2022,28/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,27/06/2022,28/06/2022,2
2022,1,Zaporizhzhya oblast,2,47.83972,35.14057,26/06/2022,28/06/2022,1
2022,1,Kharkiv oblast,2,50.080323,36.373099,28/06/2022,28/06/2022,1
2022,1,Donetsk oblast,1,48.145278,37.745,28/06/2022,28/06/2022,1
2022,1,Luhansk oblast,0,48.92,39.02,26/06/2022,28/06/2022,1
2022,1,Dnipropetrovsk oblast,2,48.468196,35.028785,28/06/2022,28/06/2022,1
2022,1,Dnipropetrovsk oblast,2,47.834952,33.447566,27/06/2022,30/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,28/06/2022,29/06/2022,2
2022,1,Mykolayiv oblast,8,46.959201,31.987586,29/06/2022,29/06/2022,1
2022,1,Sumy oblast,2,51,34,28/06/2022,29/06/2022,1
2022,1,Kherson oblast,2,46.750488,33.367315,28/06/2022,28/06/2022,1
2022,1,Luhansk oblast,6,48.633333,38.38,28/06/2022,28/06/2022,1
2022,1,Donetsk oblast,1,48.120944,37.872544,29/06/2022,29/06/2022,1
2022,1,Kharkiv oblast,1,49.16667,37.41667,29/06/2022,29/06/2022,1
2022,1,Kyiv oblast,0,50.727038,30.331991,27/06/2022,29/06/2022,1
2022,1,Donetsk oblast,1,48.197222,37.907222,27/06/2022,29/06/2022,1
2022,1,Luhansk oblast,2,49.041997,38.210206,29/06/2022,29/06/2022,1
2022,1,Luhansk oblast,1,48.633333,38.38,29/06/2022,29/06/2022,1
2022,1,Donetsk oblast,2,48.42631,38.171074,29/06/2022,30/06/2022,1
2022,1,Donetsk oblast,2,48.556593,38.157807,29/06/2022,30/06/2022,1
2022,1,Donetsk oblast,1,48.006667,37.512778,29/06/2022,29/06/2022,1
2022,1,Donetsk oblast,1,48.985579,37.598469,29/06/2022,29/06/2022,1
2022,1,Sumy oblast,0,51,34,29/06/2022,29/06/2022,1
2022,1,Luhansk oblast,2,48.92,39.02,29/06/2022,29/06/2022,2
2022,1,Donetsk oblast,3,48.14,37.74,29/06/2022,30/06/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,29/06/2022,30/06/2022,2
2022,1,,0,45.2,30.5,29/06/2022,29/06/2022,1
2022,1,Donetsk oblast,1,47.095833,37.549444,18/03/2022,21/03/2022,1
2022,1,Donetsk oblast,1,47.095833,37.549444,07/04/2022,09/04/2022,1
2022,1,Kharkiv oblast,3,49.16667,37.41667,30/06/2022,30/06/2022,1
2022,1,Kharkiv oblast,1,49.7832,36.7569,30/06/2022,30/06/2022,1
2022,1,Odessa oblast,22,46.0251,30.36826,01/07/2022,01/07/2022,1
2022,1,Luhansk oblast,1,48.90421,38.44094,28/06/2022,29/06/2022,1
2022,1,Donetsk oblast,4,48.853333,37.625,30/06/2022,01/07/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,30/06/2022,01/07/2022,2
2022,1,Kharkiv oblast,2,48.898749,37.021499,29/06/2022,01/07/2022,1
2022,1,Donetsk oblast,1,48.120944,37.872544,01/07/2022,01/07/2022,1
2022,1,Luhansk oblast,2,48.96834,38.27513,29/06/2022,01/07/2022,1
2022,1,Luhansk oblast,2,48.90421,38.44094,30/06/2022,01/07/2022,1
2022,1,Mykolayiv oblast,1,47.08769,32.45117,01/07/2022,01/07/2022,1
2022,1,Donetsk oblast,2,49.015428,37.506746,30/06/2022,02/07/2022,1
2022,1,Luhansk oblast,21,48.933333,38.5,02/07/2022,02/07/2022,1
2022,1,Odessa oblast,1,46.14993,30.54124,30/06/2022,02/07/2022,1
2022,1,Donetsk oblast,1,48.120944,37.872544,01/07/2022,02/07/2022,1
2022,1,Luhansk oblast,2,48.21,39.33,01/07/2022,02/07/2022,2
2022,1,Luhansk oblast,2,48.90421,38.44094,01/07/2022,03/07/2022,1
2022,1,Luhansk oblast,3,48.866308,38.389871,21/06/2022,22/06/2022,1
2022,1,Donetsk oblast,1,48.853333,37.625,02/07/2022,03/07/2022,1
2022,1,Donetsk oblast,2,48.46147,37.08524,02/07/2022,03/07/2022,1
2022,1,Mykolayiv oblast,1,46.82418,32.21562,01/07/2022,03/07/2022,1
2022,1,Donetsk oblast,6,48.853333,37.625,03/07/2022,03/07/2022,1
2022,1,Kharkiv oblast,1,49.98081,36.25272,03/07/2022,03/07/2022,1
2022,1,Donetsk oblast,1,48.14,37.74,03/07/2022,03/07/2022,1
2022,1,Donetsk oblast,4,48.14,37.74,09/06/2022,09/06/2022,1
2022,1,Kharkiv oblast,2,49.98705,36.51054,03/07/2022,03/07/2022,1
2022,1,Kharkiv oblast,1,50.210912,36.15619,03/07/2022,03/07/2022,1
2022,1,Donetsk oblast,2,48.807965,38.240373,02/07/2022,03/07/2022,1
2022,1,Donetsk oblast,1,48.766929,37.517175,01/07/2022,03/07/2022,1
2022,1,Donetsk oblast,3,48.049822,37.969032,03/07/2022,03/07/2022,1
2022,1,Donetsk oblast,1,48.14,37.74,03/07/2022,03/07/2022,1
2022,1,Donetsk oblast,1,48.14,37.74,03/07/2022,03/07/2022,2
2022,1,Donetsk oblast,2,47.941669,37.504218,01/07/2022,03/07/2022,1
2022,1,Luhansk oblast,3,48.133333,38.933333,18/06/2022,19/06/2022,2
2022,1,Luhansk oblast,2,48.933333,38.5,18/06/2022,19/06/2022,1
2022,1,Luhansk oblast,2,48.6333,38.5167,18/06/2022,19/06/2022,1
2022,3,Chernihiv oblast,1,50.983951,32.910883,01/04/2022,01/04/2022,1
2022,1,Kharkiv oblast,9,49.5,36.5,28/02/2022,28/02/2022,1
2022,1,Kyiv oblast,2,50.650451,30.258268,06/03/2022,08/03/2022,1
2022,1,Kharkiv oblast,2,49.16667,37.41667,05/03/2022,07/03/2022,1
2022,1,Kharkiv oblast,3,50.174383,36.113637,03/07/2022,03/07/2022,1
2022,1,Donetsk oblast,1,48.3,38.05,04/07/2022,04/07/2022,1
2022,1,Donetsk oblast,1,48.017945,36.946845,04/07/2022,04/07/2022,1
2022,1,Kherson oblast,1,47.523564,33.276554,04/07/2022,04/07/2022,1
2022,1,Kherson oblast,1,47.523564,33.276554,04/07/2022,04/07/2022,1
2022,1,Donetsk oblast,1,48,37.805278,04/07/2022,04/07/2022,1
2022,1,Donetsk oblast,2,47.92,38.28,04/07/2022,05/07/2022,1
2022,1,Kharkiv oblast,5,49.5,36.5,27/06/2022,04/07/2022,2
2022,1,Donetsk oblast,2,48,37.805278,05/07/2022,05/07/2022,1
2022,1,Donetsk oblast,1,47.94542,37.617341,05/07/2022,05/07/2022,1
2022,1,Donetsk oblast,1,48,37.805278,05/07/2022,05/07/2022,1
2022,1,Kharkiv oblast,2,50.24626,36.174926,03/07/2022,04/07/2022,1
2022,1,Donetsk oblast,3,48.592436,37.99993,03/07/2022,03/07/2022,1
2022,1,Luhansk oblast,7,48.90421,38.44094,26/06/2022,26/06/2022,1
2022,1,Donetsk oblast,2,48.853333,37.625,05/07/2022,05/07/2022,1
2022,1,Mykolayiv oblast,1,46.939862,31.559426,06/07/2022,06/07/2022,1
2022,1,Mykolayiv oblast,1,47.01959,32.42906,05/07/2022,05/07/2022,1
2022,1,Kharkiv oblast,1,49.98081,36.25272,06/07/2022,06/07/2022,1
2022,1,Zaporizhzhya oblast,2,46.853249,35.366376,03/07/2022,03/07/2022,1
2022,1,Donetsk oblast,2,48.268307,38.370347,04/07/2022,05/07/2022,1
2022,1,Luhansk oblast,2,48.90421,38.44094,05/07/2022,05/07/2022,1
2022,1,Donetsk oblast,2,48.766929,37.517175,05/07/2022,06/07/2022,1
2022,1,Donetsk oblast,2,48.268307,38.370347,05/07/2022,06/07/2022,1
2022,1,Kherson oblast,1,47.523564,33.276554,06/07/2022,06/07/2022,1
2022,1,Donetsk oblast,1,47.92,38.28,05/07/2022,06/07/2022,1
2022,1,Kherson oblast,1,46.113983,32.912695,06/07/2022,06/07/2022,1
2022,1,Kharkiv oblast,2,49.019236,37.321527,06/07/2022,06/07/2022,1
2022,1,Donetsk oblast,1,48.120944,37.872544,06/07/2022,06/07/2022,1
2022,1,Donetsk oblast,5,48.049822,37.969032,06/07/2022,06/07/2022,1
2022,1,Donetsk oblast,1,47.94542,37.617341,06/07/2022,06/07/2022,1
2022,1,Donetsk oblast,3,47.92,38.28,06/07/2022,06/07/2022,1
2022,1,Donetsk oblast,6,48.14,37.74,06/07/2022,06/07/2022,1
2022,1,Kharkiv oblast,1,50.07,36.28,06/07/2022,06/07/2022,1
2022,1,Kharkiv oblast,1,49.98081,36.25272,06/07/2022,06/07/2022,1
2022,1,Donetsk oblast,1,47.94542,37.617341,07/07/2022,07/07/2022,1
2022,1,Donetsk oblast,1,48.716667,37.533333,07/07/2022,07/07/2022,1
2022,1,Donetsk oblast,1,48.145278,37.745,06/07/2022,07/07/2022,1
2022,1,Kharkiv oblast,3,49.98081,36.25272,07/07/2022,07/07/2022,1
2022,1,Kharkiv oblast,1,50.080323,36.373099,07/07/2022,07/07/2022,1
2022,1,Kharkiv oblast,1,49.5,36.5,07/07/2022,07/07/2022,1
2022,1,Mykolayiv oblast,2,46.82318,32.142664,07/07/2022,07/07/2022,1
2022,1,Donetsk oblast,1,48.853333,37.625,08/07/2022,08/07/2022,1
2022,1,Zaporizhzhya oblast,1,47.83972,35.14057,08/07/2022,08/07/2022,1
2022,1,Donetsk oblast,2,48.592436,37.99993,07/07/2022,07/07/2022,1
2022,1,Donetsk oblast,6,49.015428,37.506746,07/07/2022,07/07/2022,1
2022,1,,2,48,38,06/07/2022,08/07/2022,1
2022,1,Odessa oblast,1,46.0251,30.36826,01/07/2022,01/07/2022,1
2022,1,Donetsk oblast,10,49.015428,37.506746,08/07/2022,08/07/2022,1
2022,1,Donetsk oblast,2,48.807965,38.240373,08/07/2022,08/07/2022,1
2022,1,Donetsk oblast,2,48,37.805278,08/07/2022,08/07/2022,1
2022,1,Donetsk oblast,1,48.202527,37.975762,08/07/2022,08/07/2022,1
2022,1,Donetsk oblast,5,47.92,38.28,07/07/2022,07/07/2022,1
2022,1,Donetsk oblast,3,48.14,37.74,08/07/2022,08/07/2022,1
2022,1,Dnipropetrovsk oblast,2,47.910483,33.391783,09/07/2022,09/07/2022,1
2022,1,Donetsk oblast,3,47.095833,37.549444,09/07/2022,09/07/2022,1
2022,1,Donetsk oblast,1,48.465852,38.155546,08/07/2022,09/07/2022,1
2022,1,Donetsk oblast,3,47.92,38.28,08/07/2022,08/07/2022,1
2022,1,Donetsk oblast,2,48,37.805278,09/07/2022,09/07/2022,1
2022,1,Kharkiv oblast,1,49.871356,36.933953,09/07/2022,09/07/2022,1
2022,1,Donetsk oblast,1,48.520114,37.704963,09/07/2022,09/07/2022,1
2022,1,Donetsk oblast,1,47.941669,37.504218,09/07/2022,09/07/2022,1
2022,1,Donetsk oblast,49,48.59348,37.85724,09/07/2022,09/07/2022,1
2022,1,Donetsk oblast,2,48.871678,38.092445,09/07/2022,09/07/2022,1
2022,1,Donetsk oblast,2,48.120944,37.872544,08/07/2022,08/07/2022,1
2022,1,Donetsk oblast,2,48.99297,37.35159,08/07/2022,09/07/2022,1
2022,1,Donetsk oblast,1,47.921111,37.578056,09/07/2022,09/07/2022,1
2022,1,Kharkiv oblast,1,50.060004,37.382295,10/07/2022,10/07/2022,1
2022,1,Donetsk oblast,3,47.921274,38.339424,10/07/2022,10/07/2022,1
2022,1,Donetsk oblast,1,48.41955,38.032433,10/07/2022,10/07/2022,1
2022,1,Kharkiv oblast,6,49.98081,36.25272,11/07/2022,11/07/2022,1
2022,1,Kharkiv oblast,2,50.272064,35.980068,11/07/2022,11/07/2022,1
2022,1,Kharkiv oblast,2,50.334151,36.184694,11/07/2022,11/07/2022,1
2022,1,Donetsk oblast,5,47.92,38.28,11/07/2022,11/07/2022,1
2022,1,Donetsk oblast,9,48.14,37.74,11/07/2022,11/07/2022,1
2022,1,Kherson oblast,3,46.750488,33.367315,11/07/2022,11/07/2022,1
2022,1,Donetsk oblast,2,48.3,38.05,12/07/2022,12/07/2022,1
2022,1,Luhansk oblast,1,48.564161,38.644237,12/07/2022,12/07/2022,1
2022,1,Donetsk oblast,1,47.94542,37.617341,12/07/2022,12/07/2022,1
