ADM1_EN,ntl,year,day_of_year,filename,date
Cherkaska,65535,2018,152,VNP46A3.A2018152.h21v03.001.2021125182742.h5,01/06/2018
Chernihivska,65535,2018,152,VNP46A3.A2018152.h21v03.001.2021125182742.h5,01/06/2018
Kharkivska,65535,2018,152,VNP46A3.A2018152.h21v03.001.2021125182742.h5,01/06/2018
Kyiv,65535,2018,152,VNP46A3.A2018152.h21v03.001.2021125182742.h5,01/06/2018
Kyivska,65535,2018,152,VNP46A3.A2018152.h21v03.001.2021125182742.h5,01/06/2018
Luhanska,65535,2018,152,VNP46A3.A2018152.h21v03.001.2021125182742.h5,01/06/2018
Poltavska,65535,2018,152,VNP46A3.A2018152.h21v03.001.2021125182742.h5,01/06/2018
Sumska,65535,2018,152,VNP46A3.A2018152.h21v03.001.2021125182742.h5,01/06/2018
Autonomous Republic of Crimea,59760.79135,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Cherkaska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Dnipropetrovska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Donetska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Kharkivska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Khersonska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Kirovohradska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Kyivska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Luhanska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Mykolaivska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Odeska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Poltavska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Sevastopol,1740.081794,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Vinnytska,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Zaporizka,65535,2018,152,VNP46A3.A2018152.h21v04.001.2021125182749.h5,01/06/2018
Luhanska,65535,2018,152,VNP46A3.A2018152.h22v04.001.2021125182824.h5,01/06/2018
Khmelnytska,65535,2018,182,VNP46A3.A2018182.h20v03.001.2021125192653.h5,01/07/2018
Kyivska,65535,2018,182,VNP46A3.A2018182.h20v03.001.2021125192653.h5,01/07/2018
Lvivska,65535,2018,182,VNP46A3.A2018182.h20v03.001.2021125192653.h5,01/07/2018
Rivnenska,65535,2018,182,VNP46A3.A2018182.h20v03.001.2021125192653.h5,01/07/2018
Ternopilska,65535,2018,182,VNP46A3.A2018182.h20v03.001.2021125192653.h5,01/07/2018
Volynska,65535,2018,182,VNP46A3.A2018182.h20v03.001.2021125192653.h5,01/07/2018
Zhytomyrska,65535,2018,182,VNP46A3.A2018182.h20v03.001.2021125192653.h5,01/07/2018
Cherkaska,65535,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Chernivetska,42614.80613,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Ivano-Frankivska,63767.57778,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Khmelnytska,56961.47815,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Kirovohradska,65535,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Kyivska,65535,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Lvivska,65535,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Odeska,20954.25865,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Ternopilska,55355.40945,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Vinnytska,64680.80449,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Zakarpatska,49575.77936,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Zhytomyrska,65535,2018,182,VNP46A3.A2018182.h20v04.001.2021125192645.h5,01/07/2018
Cherkaska,65535,2018,182,VNP46A3.A2018182.h21v03.001.2021125192652.h5,01/07/2018
Chernihivska,65535,2018,182,VNP46A3.A2018182.h21v03.001.2021125192652.h5,01/07/2018
Kharkivska,65535,2018,182,VNP46A3.A2018182.h21v03.001.2021125192652.h5,01/07/2018
Kyiv,65535,2018,182,VNP46A3.A2018182.h21v03.001.2021125192652.h5,01/07/2018
Kyivska,65535,2018,182,VNP46A3.A2018182.h21v03.001.2021125192652.h5,01/07/2018
Luhanska,65535,2018,182,VNP46A3.A2018182.h21v03.001.2021125192652.h5,01/07/2018
Poltavska,65535,2018,182,VNP46A3.A2018182.h21v03.001.2021125192652.h5,01/07/2018
Sumska,65535,2018,182,VNP46A3.A2018182.h21v03.001.2021125192652.h5,01/07/2018
Autonomous Republic of Crimea,347.2372389,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Cherkaska,61618.1243,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Dnipropetrovska,34175.05198,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Donetska,21178.52697,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Kharkivska,54991.61847,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Khersonska,4255.168171,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Kirovohradska,47977.96385,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Kyivska,64825.4702,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Luhanska,49070.41933,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Mykolaivska,11245.65522,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Odeska,8081.890418,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Poltavska,62586.58856,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Sevastopol,45.57783641,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Vinnytska,65535,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Zaporizka,4887.982479,2018,182,VNP46A3.A2018182.h21v04.001.2021125192726.h5,01/07/2018
Luhanska,5707.078553,2018,182,VNP46A3.A2018182.h22v04.001.2021125192723.h5,01/07/2018
Khmelnytska,28.66227688,2018,213,VNP46A3.A2018213.h20v03.001.2021125204040.h5,01/08/2018
Kyivska,14.00290416,2018,213,VNP46A3.A2018213.h20v03.001.2021125204040.h5,01/08/2018
Lvivska,26.41177003,2018,213,VNP46A3.A2018213.h20v03.001.2021125204040.h5,01/08/2018
Rivnenska,37.35042949,2018,213,VNP46A3.A2018213.h20v03.001.2021125204040.h5,01/08/2018
Ternopilska,0.976626797,2018,213,VNP46A3.A2018213.h20v03.001.2021125204040.h5,01/08/2018
Volynska,45.42896499,2018,213,VNP46A3.A2018213.h20v03.001.2021125204040.h5,01/08/2018
Zhytomyrska,1.248364664,2018,213,VNP46A3.A2018213.h20v03.001.2021125204040.h5,01/08/2018
Cherkaska,0.843830184,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Chernivetska,2.512393329,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Ivano-Frankivska,40.71046941,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Khmelnytska,2.333439171,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Kirovohradska,0.865826538,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Kyivska,1.101713172,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Lvivska,301.032355,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Odeska,945.3213376,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Ternopilska,6.258962454,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Vinnytska,1.53642094,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Zakarpatska,5.793715342,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Zhytomyrska,1.337880592,2018,213,VNP46A3.A2018213.h20v04.001.2021125204104.h5,01/08/2018
Cherkaska,225.9563608,2018,213,VNP46A3.A2018213.h21v03.001.2021125204059.h5,01/08/2018
Chernihivska,271.284749,2018,213,VNP46A3.A2018213.h21v03.001.2021125204059.h5,01/08/2018
Kharkivska,3.944848485,2018,213,VNP46A3.A2018213.h21v03.001.2021125204059.h5,01/08/2018
Kyiv,27.35422207,2018,213,VNP46A3.A2018213.h21v03.001.2021125204059.h5,01/08/2018
Kyivska,133.2387297,2018,213,VNP46A3.A2018213.h21v03.001.2021125204059.h5,01/08/2018
Luhanska,0.745639535,2018,213,VNP46A3.A2018213.h21v03.001.2021125204059.h5,01/08/2018
Poltavska,4.68092037,2018,213,VNP46A3.A2018213.h21v03.001.2021125204059.h5,01/08/2018
Sumska,57.83269414,2018,213,VNP46A3.A2018213.h21v03.001.2021125204059.h5,01/08/2018
Autonomous Republic of Crimea,215.3881683,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Cherkaska,63.76631608,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Dnipropetrovska,20.80744032,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Donetska,12.81742191,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Kharkivska,2.985077136,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Khersonska,2589.157955,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Kirovohradska,23.02714681,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Kyivska,36.59142573,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Luhanska,2.555235075,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Mykolaivska,1016.164943,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Odeska,1489.941717,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Poltavska,72.05164267,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Sevastopol,50.6701847,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Vinnytska,0.666666667,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Zaporizka,638.4785775,2018,213,VNP46A3.A2018213.h21v04.001.2021125210527.h5,01/08/2018
Luhanska,0.751985878,2018,213,VNP46A3.A2018213.h22v04.001.2021125204144.h5,01/08/2018
Khmelnytska,17.95222879,2018,244,VNP46A3.A2018244.h20v03.001.2021126114417.h5,01/09/2018
Kyivska,102.50697,2018,244,VNP46A3.A2018244.h20v03.001.2021126114417.h5,01/09/2018
Lvivska,27.47944431,2018,244,VNP46A3.A2018244.h20v03.001.2021126114417.h5,01/09/2018
Rivnenska,5.330582642,2018,244,VNP46A3.A2018244.h20v03.001.2021126114417.h5,01/09/2018
Ternopilska,0.7489301,2018,244,VNP46A3.A2018244.h20v03.001.2021126114417.h5,01/09/2018
Volynska,23.32091268,2018,244,VNP46A3.A2018244.h20v03.001.2021126114417.h5,01/09/2018
Zhytomyrska,15.04799632,2018,244,VNP46A3.A2018244.h20v03.001.2021126114417.h5,01/09/2018
Cherkaska,0.689526475,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Chernivetska,48.9497539,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Ivano-Frankivska,11.0644852,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Khmelnytska,4.997219624,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Kirovohradska,0.61675315,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Kyivska,0.869870743,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Lvivska,31.31197071,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Odeska,956.4122005,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Ternopilska,0.986796286,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Vinnytska,1.143728632,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Zakarpatska,0.887794768,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Zhytomyrska,27.584215,2018,244,VNP46A3.A2018244.h20v04.001.2021126113951.h5,01/09/2018
Cherkaska,7592.001058,2018,244,VNP46A3.A2018244.h21v03.001.2021126113944.h5,01/09/2018
Chernihivska,5170.076443,2018,244,VNP46A3.A2018244.h21v03.001.2021126113944.h5,01/09/2018
Kharkivska,2.642518939,2018,244,VNP46A3.A2018244.h21v03.001.2021126113944.h5,01/09/2018
Kyiv,19.5177859,2018,244,VNP46A3.A2018244.h21v03.001.2021126113944.h5,01/09/2018
Kyivska,2032.296078,2018,244,VNP46A3.A2018244.h21v03.001.2021126113944.h5,01/09/2018
Luhanska,0.709302326,2018,244,VNP46A3.A2018244.h21v03.001.2021126113944.h5,01/09/2018
Poltavska,1834.326473,2018,244,VNP46A3.A2018244.h21v03.001.2021126113944.h5,01/09/2018
Sumska,2151.201141,2018,244,VNP46A3.A2018244.h21v03.001.2021126113944.h5,01/09/2018
Autonomous Republic of Crimea,289.4056588,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Cherkaska,1072.053803,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Dnipropetrovska,38.58058248,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Donetska,20.96256104,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Kharkivska,11.50480326,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Khersonska,2291.137956,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Kirovohradska,72.35878642,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Kyivska,49.75171112,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Luhanska,4.323428503,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Mykolaivska,1075.248416,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Odeska,1616.706181,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Poltavska,338.3643449,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Sevastopol,46.60949868,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Vinnytska,0.291666667,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Zaporizka,661.8855782,2018,244,VNP46A3.A2018244.h21v04.001.2021126114017.h5,01/09/2018
Luhanska,0.755222124,2018,244,VNP46A3.A2018244.h22v04.001.2021126114046.h5,01/09/2018
Khmelnytska,28.13153223,2018,274,VNP46A3.A2018274.h20v03.001.2021126134520.h5,01/10/2018
Kyivska,8.635261375,2018,274,VNP46A3.A2018274.h20v03.001.2021126134520.h5,01/10/2018
Lvivska,144.5533181,2018,274,VNP46A3.A2018274.h20v03.001.2021126134520.h5,01/10/2018
Rivnenska,13.86627185,2018,274,VNP46A3.A2018274.h20v03.001.2021126134520.h5,01/10/2018
Ternopilska,0.483704598,2018,274,VNP46A3.A2018274.h20v03.001.2021126134520.h5,01/10/2018
Volynska,24.26025056,2018,274,VNP46A3.A2018274.h20v03.001.2021126134520.h5,01/10/2018
Zhytomyrska,40.82713599,2018,274,VNP46A3.A2018274.h20v03.001.2021126134520.h5,01/10/2018
Cherkaska,0.845929554,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Chernivetska,0.975089409,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Ivano-Frankivska,2.056580102,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Khmelnytska,0.642352679,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Kirovohradska,0.707931801,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Kyivska,0.569911777,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Lvivska,38.62293727,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Odeska,897.4074803,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Ternopilska,0.586443591,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Vinnytska,1.493461538,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Zakarpatska,3.56857671,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Zhytomyrska,2.173634972,2018,274,VNP46A3.A2018274.h20v04.001.2021126134532.h5,01/10/2018
Cherkaska,139.1089659,2018,274,VNP46A3.A2018274.h21v03.001.2021126134600.h5,01/10/2018
Chernihivska,24.09215793,2018,274,VNP46A3.A2018274.h21v03.001.2021126134600.h5,01/10/2018
Kharkivska,3.944564394,2018,274,VNP46A3.A2018274.h21v03.001.2021126134600.h5,01/10/2018
Kyiv,25.61003989,2018,274,VNP46A3.A2018274.h21v03.001.2021126134600.h5,01/10/2018
Kyivska,51.49334827,2018,274,VNP46A3.A2018274.h21v03.001.2021126134600.h5,01/10/2018
Luhanska,0.226744186,2018,274,VNP46A3.A2018274.h21v03.001.2021126134600.h5,01/10/2018
Poltavska,1.337825539,2018,274,VNP46A3.A2018274.h21v03.001.2021126134600.h5,01/10/2018
Sumska,4.918843326,2018,274,VNP46A3.A2018274.h21v03.001.2021126134600.h5,01/10/2018
Autonomous Republic of Crimea,186.9940829,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Cherkaska,23.0027227,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Dnipropetrovska,56.94681386,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Donetska,8.812636805,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Kharkivska,8.723961806,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Khersonska,2152.944756,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Kirovohradska,3.28334189,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Kyivska,7.510640063,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Luhanska,1.894427248,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Mykolaivska,1023.564674,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Odeska,1505.431987,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Poltavska,12.66935052,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Sevastopol,55.29551451,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Vinnytska,0.4375,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Zaporizka,635.2483581,2018,274,VNP46A3.A2018274.h21v04.001.2021126134559.h5,01/10/2018
Luhanska,0.724036481,2018,274,VNP46A3.A2018274.h22v04.001.2021126134627.h5,01/10/2018
Khmelnytska,999.6536264,2018,305,VNP46A3.A2018305.h20v03.001.2021126154140.h5,01/11/2018
Kyivska,26.67838819,2018,305,VNP46A3.A2018305.h20v03.001.2021126154140.h5,01/11/2018
Lvivska,1.254723171,2018,305,VNP46A3.A2018305.h20v03.001.2021126154140.h5,01/11/2018
Rivnenska,41.28398071,2018,305,VNP46A3.A2018305.h20v03.001.2021126154140.h5,01/11/2018
Ternopilska,742.9816745,2018,305,VNP46A3.A2018305.h20v03.001.2021126154140.h5,01/11/2018
Volynska,1.961223163,2018,305,VNP46A3.A2018305.h20v03.001.2021126154140.h5,01/11/2018
Zhytomyrska,40.65528282,2018,305,VNP46A3.A2018305.h20v03.001.2021126154140.h5,01/11/2018
Cherkaska,1.312572895,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Chernivetska,11814.95464,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Ivano-Frankivska,10287.83832,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Khmelnytska,15900.46338,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Kirovohradska,1.85767235,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Kyivska,108.2239434,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Lvivska,125.4845334,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Odeska,5301.009253,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Ternopilska,17973.92363,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Vinnytska,275.4875641,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Zakarpatska,1.134946508,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Zhytomyrska,71.95863242,2018,305,VNP46A3.A2018305.h20v04.001.2021126154107.h5,01/11/2018
Cherkaska,0.307590585,2018,305,VNP46A3.A2018305.h21v03.001.2021126154142.h5,01/11/2018
Chernihivska,374.4632823,2018,305,VNP46A3.A2018305.h21v03.001.2021126154142.h5,01/11/2018
Kharkivska,10803.5021,2018,305,VNP46A3.A2018305.h21v03.001.2021126154142.h5,01/11/2018
Kyiv,48.24567819,2018,305,VNP46A3.A2018305.h21v03.001.2021126154142.h5,01/11/2018
Kyivska,307.8366845,2018,305,VNP46A3.A2018305.h21v03.001.2021126154142.h5,01/11/2018
Luhanska,5906.143895,2018,305,VNP46A3.A2018305.h21v03.001.2021126154142.h5,01/11/2018
Poltavska,18.07147077,2018,305,VNP46A3.A2018305.h21v03.001.2021126154142.h5,01/11/2018
Sumska,106.5468218,2018,305,VNP46A3.A2018305.h21v03.001.2021126154142.h5,01/11/2018
Autonomous Republic of Crimea,302.2943364,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Cherkaska,1601.83363,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Dnipropetrovska,61.57055735,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Donetska,4325.333648,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Kharkivska,1302.948071,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Khersonska,2247.445069,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Kirovohradska,35.14737178,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Kyivska,149.0593189,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Luhanska,38048.60867,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Mykolaivska,1062.465939,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Odeska,1680.385224,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Poltavska,73.30934801,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Sevastopol,55.90237467,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Vinnytska,0.395833333,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Zaporizka,679.520181,2018,305,VNP46A3.A2018305.h21v04.001.2021126154145.h5,01/11/2018
Luhanska,37848.00412,2018,305,VNP46A3.A2018305.h22v04.001.2021126154207.h5,01/11/2018
Khmelnytska,31017.34227,2018,335,VNP46A3.A2018335.h20v03.001.2021126172822.h5,01/12/2018
Kyivska,40223.50165,2018,335,VNP46A3.A2018335.h20v03.001.2021126172822.h5,01/12/2018
Lvivska,31053.08025,2018,335,VNP46A3.A2018335.h20v03.001.2021126172822.h5,01/12/2018
Rivnenska,35884.94469,2018,335,VNP46A3.A2018335.h20v03.001.2021126172822.h5,01/12/2018
Ternopilska,29657.34171,2018,335,VNP46A3.A2018335.h20v03.001.2021126172822.h5,01/12/2018
Volynska,23699.78258,2018,335,VNP46A3.A2018335.h20v03.001.2021126172822.h5,01/12/2018
Zhytomyrska,43560.71415,2018,335,VNP46A3.A2018335.h20v03.001.2021126172822.h5,01/12/2018
Cherkaska,57341.22043,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Chernivetska,33967.52539,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Ivano-Frankivska,27297.10244,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Khmelnytska,41039.44175,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Kirovohradska,50596.5341,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Kyivska,54253.95466,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Lvivska,41694.38565,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Odeska,17422.90339,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Ternopilska,42015.4105,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Vinnytska,48093.34041,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Zakarpatska,40281.41339,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Zhytomyrska,47920.10628,2018,335,VNP46A3.A2018335.h20v04.001.2021126172824.h5,01/12/2018
Cherkaska,59156.56043,2018,335,VNP46A3.A2018335.h21v03.001.2021126172921.h5,01/12/2018
Chernihivska,45607.76069,2018,335,VNP46A3.A2018335.h21v03.001.2021126172921.h5,01/12/2018
Kharkivska,58866.1017,2018,335,VNP46A3.A2018335.h21v03.001.2021126172921.h5,01/12/2018
Kyiv,27671.42736,2018,335,VNP46A3.A2018335.h21v03.001.2021126172921.h5,01/12/2018
Kyivska,49082.45269,2018,335,VNP46A3.A2018335.h21v03.001.2021126172921.h5,01/12/2018
Luhanska,48960.78052,2018,335,VNP46A3.A2018335.h21v03.001.2021126172921.h5,01/12/2018
Poltavska,62855.09537,2018,335,VNP46A3.A2018335.h21v03.001.2021126172921.h5,01/12/2018
Sumska,50909.53047,2018,335,VNP46A3.A2018335.h21v03.001.2021126172921.h5,01/12/2018
