ADM1_EN,ntl,year,day_of_year,filename,date
Kharkivska,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Khersonska,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Kirovohradska,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Kyivska,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Luhanska,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Mykolaivska,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Odeska,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Poltavska,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Sevastopol,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Vinnytska,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Zaporizka,65535,2014,152,VNP46A3.A2014152.h21v04.001.2021125175610.h5,01/06/2014
Luhanska,65535,2014,152,VNP46A3.A2014152.h22v04.001.2021125175740.h5,01/06/2014
Khmelnytska,65535,2014,182,VNP46A3.A2014182.h20v03.001.2021125184921.h5,01/07/2014
Kyivska,65535,2014,182,VNP46A3.A2014182.h20v03.001.2021125184921.h5,01/07/2014
Lvivska,65535,2014,182,VNP46A3.A2014182.h20v03.001.2021125184921.h5,01/07/2014
Rivnenska,65535,2014,182,VNP46A3.A2014182.h20v03.001.2021125184921.h5,01/07/2014
Ternopilska,65535,2014,182,VNP46A3.A2014182.h20v03.001.2021125184921.h5,01/07/2014
Volynska,65535,2014,182,VNP46A3.A2014182.h20v03.001.2021125184921.h5,01/07/2014
Zhytomyrska,65535,2014,182,VNP46A3.A2014182.h20v03.001.2021125184921.h5,01/07/2014
Cherkaska,65535,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Chernivetska,56713.38241,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Ivano-Frankivska,65535,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Khmelnytska,63430.56453,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Kirovohradska,65535,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Kyivska,65535,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Lvivska,65535,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Odeska,13148.38263,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Ternopilska,65535,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Vinnytska,64910.80713,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Zakarpatska,64043.91632,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Zhytomyrska,65535,2014,182,VNP46A3.A2014182.h20v04.001.2021125184931.h5,01/07/2014
Cherkaska,65535,2014,182,VNP46A3.A2014182.h21v03.001.2021125184929.h5,01/07/2014
Chernihivska,65535,2014,182,VNP46A3.A2014182.h21v03.001.2021125184929.h5,01/07/2014
Kharkivska,65535,2014,182,VNP46A3.A2014182.h21v03.001.2021125184929.h5,01/07/2014
Kyiv,65535,2014,182,VNP46A3.A2014182.h21v03.001.2021125184929.h5,01/07/2014
Kyivska,65535,2014,182,VNP46A3.A2014182.h21v03.001.2021125184929.h5,01/07/2014
Luhanska,65535,2014,182,VNP46A3.A2014182.h21v03.001.2021125184929.h5,01/07/2014
Poltavska,65535,2014,182,VNP46A3.A2014182.h21v03.001.2021125184929.h5,01/07/2014
Sumska,65535,2014,182,VNP46A3.A2014182.h21v03.001.2021125184929.h5,01/07/2014
Autonomous Republic of Crimea,2301.333499,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Cherkaska,65263.51437,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Dnipropetrovska,39978.29107,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Donetska,7544.270394,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Kharkivska,58082.82395,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Khersonska,4813.872781,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Kirovohradska,32921.23453,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Kyivska,65535,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Luhanska,58034.32221,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Mykolaivska,15412.74503,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Odeska,18290.7164,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Poltavska,65535,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Sevastopol,42.00527704,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Vinnytska,65535,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Zaporizka,13235.6624,2014,182,VNP46A3.A2014182.h21v04.001.2021125184936.h5,01/07/2014
Luhanska,65535,2014,182,VNP46A3.A2014182.h22v04.001.2021125184953.h5,01/07/2014
Khmelnytska,18.14941416,2014,213,VNP46A3.A2014213.h20v03.001.2021125194559.h5,01/08/2014
Kyivska,4.342957406,2014,213,VNP46A3.A2014213.h20v03.001.2021125194559.h5,01/08/2014
Lvivska,872.4403693,2014,213,VNP46A3.A2014213.h20v03.001.2021125194559.h5,01/08/2014
Rivnenska,17.56290349,2014,213,VNP46A3.A2014213.h20v03.001.2021125194559.h5,01/08/2014
Ternopilska,22.36958192,2014,213,VNP46A3.A2014213.h20v03.001.2021125194559.h5,01/08/2014
Volynska,27.17207263,2014,213,VNP46A3.A2014213.h20v03.001.2021125194559.h5,01/08/2014
Zhytomyrska,2.155171684,2014,213,VNP46A3.A2014213.h20v03.001.2021125194559.h5,01/08/2014
Cherkaska,1.546769303,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Chernivetska,2.5934457,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Ivano-Frankivska,336.6095596,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Khmelnytska,5.989487776,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Kirovohradska,1.400296516,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Kyivska,1.158340172,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Lvivska,232.829019,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Odeska,849.0322752,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Ternopilska,1.81885352,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Vinnytska,1.597644231,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Zakarpatska,4.744244665,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Zhytomyrska,1.427997959,2014,213,VNP46A3.A2014213.h20v04.001.2021125194559.h5,01/08/2014
Cherkaska,1.011637133,2014,213,VNP46A3.A2014213.h21v03.001.2021125194557.h5,01/08/2014
Chernihivska,93.35890979,2014,213,VNP46A3.A2014213.h21v03.001.2021125194557.h5,01/08/2014
Kharkivska,15.60910985,2014,213,VNP46A3.A2014213.h21v03.001.2021125194557.h5,01/08/2014
Kyiv,38.62300532,2014,213,VNP46A3.A2014213.h21v03.001.2021125194557.h5,01/08/2014
Kyivska,83.22370969,2014,213,VNP46A3.A2014213.h21v03.001.2021125194557.h5,01/08/2014
Luhanska,1.0625,2014,213,VNP46A3.A2014213.h21v03.001.2021125194557.h5,01/08/2014
Poltavska,21.29915212,2014,213,VNP46A3.A2014213.h21v03.001.2021125194557.h5,01/08/2014
Sumska,47.03640562,2014,213,VNP46A3.A2014213.h21v03.001.2021125194557.h5,01/08/2014
Autonomous Republic of Crimea,255.0456425,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Cherkaska,13.91195134,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Dnipropetrovska,36.49118201,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Donetska,10.9706213,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Kharkivska,2.912642692,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Khersonska,2506.492912,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Kirovohradska,6.423655495,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Kyivska,4.187642593,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Luhanska,3.65940084,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Mykolaivska,1050.014525,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Odeska,1531.025517,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Poltavska,77.25030794,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Sevastopol,47.96569921,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Vinnytska,1.229166667,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Zaporizka,633.8124429,2014,213,VNP46A3.A2014213.h21v04.001.2021125194605.h5,01/08/2014
Luhanska,1.018534863,2014,213,VNP46A3.A2014213.h22v04.001.2021125194622.h5,01/08/2014
Khmelnytska,13.64307156,2014,244,VNP46A3.A2014244.h20v03.001.2021126111905.h5,01/09/2014
Kyivska,7.460987415,2014,244,VNP46A3.A2014244.h20v03.001.2021126111905.h5,01/09/2014
Lvivska,1.019096319,2014,244,VNP46A3.A2014244.h20v03.001.2021126111905.h5,01/09/2014
Rivnenska,0.818738014,2014,244,VNP46A3.A2014244.h20v03.001.2021126111905.h5,01/09/2014
Ternopilska,0.690551959,2014,244,VNP46A3.A2014244.h20v03.001.2021126111905.h5,01/09/2014
Volynska,0.808884152,2014,244,VNP46A3.A2014244.h20v03.001.2021126111905.h5,01/09/2014
Zhytomyrska,0.98709196,2014,244,VNP46A3.A2014244.h20v03.001.2021126111905.h5,01/09/2014
Cherkaska,1.483671565,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Chernivetska,2.57494423,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Ivano-Frankivska,4.618953875,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Khmelnytska,3.857050913,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Kirovohradska,1.481467754,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Kyivska,1.394439885,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Lvivska,4.477095608,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Odeska,1002.609962,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Ternopilska,7.711103174,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Vinnytska,1.379353632,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Zakarpatska,1.273164174,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Zhytomyrska,1.232114305,2014,244,VNP46A3.A2014244.h20v04.001.2021126111908.h5,01/09/2014
Cherkaska,278.4546416,2014,244,VNP46A3.A2014244.h21v03.001.2021126111919.h5,01/09/2014
Chernihivska,179.3075882,2014,244,VNP46A3.A2014244.h21v03.001.2021126111919.h5,01/09/2014
Kharkivska,2.913371212,2014,244,VNP46A3.A2014244.h21v03.001.2021126111919.h5,01/09/2014
Kyiv,35.52426862,2014,244,VNP46A3.A2014244.h21v03.001.2021126111919.h5,01/09/2014
Kyivska,108.0684956,2014,244,VNP46A3.A2014244.h21v03.001.2021126111919.h5,01/09/2014
Luhanska,0.574127907,2014,244,VNP46A3.A2014244.h21v03.001.2021126111919.h5,01/09/2014
Poltavska,136.7655484,2014,244,VNP46A3.A2014244.h21v03.001.2021126111919.h5,01/09/2014
Sumska,156.3760609,2014,244,VNP46A3.A2014244.h21v03.001.2021126111919.h5,01/09/2014
Autonomous Republic of Crimea,256.4922705,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Cherkaska,360.6586742,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Dnipropetrovska,46.26365554,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Donetska,13.27663989,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Kharkivska,2.494373489,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Khersonska,2960.941686,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Kirovohradska,30.79718971,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Kyivska,28.12693409,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Luhanska,2.517928265,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Mykolaivska,1099.694368,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Odeska,1572.698994,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Poltavska,195.4708105,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Sevastopol,23.11345646,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Vinnytska,1.4375,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Zaporizka,642.4013737,2014,244,VNP46A3.A2014244.h21v04.001.2021126111901.h5,01/09/2014
Luhanska,1.322741983,2014,244,VNP46A3.A2014244.h22v04.001.2021126115635.h5,01/09/2014
Khmelnytska,26.27516865,2014,274,VNP46A3.A2014274.h20v03.001.2021126121827.h5,01/10/2014
Kyivska,2.946490803,2014,274,VNP46A3.A2014274.h20v03.001.2021126121827.h5,01/10/2014
Lvivska,1.096884404,2014,274,VNP46A3.A2014274.h20v03.001.2021126121827.h5,01/10/2014
Rivnenska,7.917161881,2014,274,VNP46A3.A2014274.h20v03.001.2021126121827.h5,01/10/2014
Ternopilska,0.720179963,2014,274,VNP46A3.A2014274.h20v03.001.2021126121827.h5,01/10/2014
Volynska,2.061265392,2014,274,VNP46A3.A2014274.h20v03.001.2021126121827.h5,01/10/2014
Zhytomyrska,1.499142639,2014,274,VNP46A3.A2014274.h20v03.001.2021126121827.h5,01/10/2014
Cherkaska,1.69815722,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Chernivetska,4.025547962,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Ivano-Frankivska,91.80190334,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Khmelnytska,10.10434133,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Kirovohradska,1.795033358,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Kyivska,1.24620435,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Lvivska,20.58416642,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Odeska,1209.229045,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Ternopilska,2.027635162,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Vinnytska,65.11588675,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Zakarpatska,3.552400157,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Zhytomyrska,1.060452458,2014,274,VNP46A3.A2014274.h20v04.001.2021126121821.h5,01/10/2014
Cherkaska,1.170325311,2014,274,VNP46A3.A2014274.h21v03.001.2021126121922.h5,01/10/2014
Chernihivska,52.71234916,2014,274,VNP46A3.A2014274.h21v03.001.2021126121922.h5,01/10/2014
Kharkivska,3.689829545,2014,274,VNP46A3.A2014274.h21v03.001.2021126121922.h5,01/10/2014
Kyiv,30.54155585,2014,274,VNP46A3.A2014274.h21v03.001.2021126121922.h5,01/10/2014
Kyivska,32.07720407,2014,274,VNP46A3.A2014274.h21v03.001.2021126121922.h5,01/10/2014
Luhanska,0.582848837,2014,274,VNP46A3.A2014274.h21v03.001.2021126121922.h5,01/10/2014
Poltavska,1.626534881,2014,274,VNP46A3.A2014274.h21v03.001.2021126121922.h5,01/10/2014
Sumska,11.96583534,2014,274,VNP46A3.A2014274.h21v03.001.2021126121922.h5,01/10/2014
Autonomous Republic of Crimea,278.1374368,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Cherkaska,157.6282854,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Dnipropetrovska,43.88974601,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Donetska,15.21405333,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Kharkivska,8.336152869,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Khersonska,2941.007562,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Kirovohradska,40.78309698,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Kyivska,11.07288339,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Luhanska,1.228083467,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Mykolaivska,1208.50586,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Odeska,4290.872904,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Poltavska,67.59833402,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Sevastopol,15.12401055,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Vinnytska,0.770833333,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Zaporizka,678.7318156,2014,274,VNP46A3.A2014274.h21v04.001.2021126121933.h5,01/10/2014
Luhanska,0.963812886,2014,274,VNP46A3.A2014274.h22v04.001.2021126122003.h5,01/10/2014
Khmelnytska,100.3202931,2014,305,VNP46A3.A2014305.h20v03.001.2021126141510.h5,01/11/2014
Kyivska,6003.259197,2014,305,VNP46A3.A2014305.h20v03.001.2021126141510.h5,01/11/2014
Lvivska,82.38803539,2014,305,VNP46A3.A2014305.h20v03.001.2021126141510.h5,01/11/2014
Rivnenska,91.23666973,2014,305,VNP46A3.A2014305.h20v03.001.2021126141510.h5,01/11/2014
Ternopilska,7.899155053,2014,305,VNP46A3.A2014305.h20v03.001.2021126141510.h5,01/11/2014
Volynska,144.3864412,2014,305,VNP46A3.A2014305.h20v03.001.2021126141510.h5,01/11/2014
Zhytomyrska,38.85213176,2014,305,VNP46A3.A2014305.h20v03.001.2021126141510.h5,01/11/2014
Cherkaska,0.930020994,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Chernivetska,146.6844836,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Ivano-Frankivska,218.336747,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Khmelnytska,190.2075328,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Kirovohradska,2575.186805,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Kyivska,0.097866229,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Lvivska,105.0325593,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Odeska,19469.46898,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Ternopilska,90.19374749,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Vinnytska,9151.891378,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Zakarpatska,28.35851678,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Zhytomyrska,54.50879401,2014,305,VNP46A3.A2014305.h20v04.001.2021126141514.h5,01/11/2014
Cherkaska,60941.8302,2014,305,VNP46A3.A2014305.h21v03.001.2021126141551.h5,01/11/2014
Chernihivska,13093.1295,2014,305,VNP46A3.A2014305.h21v03.001.2021126141551.h5,01/11/2014
Kharkivska,58.42520833,2014,305,VNP46A3.A2014305.h21v03.001.2021126141551.h5,01/11/2014
Kyiv,96.03041888,2014,305,VNP46A3.A2014305.h21v03.001.2021126141551.h5,01/11/2014
Kyivska,13405.93639,2014,305,VNP46A3.A2014305.h21v03.001.2021126141551.h5,01/11/2014
Luhanska,0.930232558,2014,305,VNP46A3.A2014305.h21v03.001.2021126141551.h5,01/11/2014
Poltavska,27639.65785,2014,305,VNP46A3.A2014305.h21v03.001.2021126141551.h5,01/11/2014
Sumska,20409.80821,2014,305,VNP46A3.A2014305.h21v03.001.2021126141551.h5,01/11/2014
Autonomous Republic of Crimea,345.6432117,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Cherkaska,27176.622,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Dnipropetrovska,47.00725633,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Donetska,1946.506151,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Kharkivska,23.10528909,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Khersonska,3042.214972,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Kirovohradska,18994.03342,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Kyivska,15620.65649,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Luhanska,69.54613836,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Mykolaivska,13934.73644,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Odeska,35363.65623,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Poltavska,6587.439043,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Sevastopol,21.76253298,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Vinnytska,0.208333333,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Zaporizka,656.1293305,2014,305,VNP46A3.A2014305.h21v04.001.2021126141552.h5,01/11/2014
Luhanska,154.4307149,2014,305,VNP46A3.A2014305.h22v04.001.2021126141623.h5,01/11/2014
Khmelnytska,38934.9357,2014,335,VNP46A3.A2014335.h20v03.001.2021126160608.h5,01/12/2014
Kyivska,1910.172604,2014,335,VNP46A3.A2014335.h20v03.001.2021126160608.h5,01/12/2014
Lvivska,3643.55687,2014,335,VNP46A3.A2014335.h20v03.001.2021126160608.h5,01/12/2014
Rivnenska,17304.87298,2014,335,VNP46A3.A2014335.h20v03.001.2021126160608.h5,01/12/2014
Ternopilska,17158.75277,2014,335,VNP46A3.A2014335.h20v03.001.2021126160608.h5,01/12/2014
Volynska,4102.511177,2014,335,VNP46A3.A2014335.h20v03.001.2021126160608.h5,01/12/2014
Zhytomyrska,12930.428,2014,335,VNP46A3.A2014335.h20v03.001.2021126160608.h5,01/12/2014
Cherkaska,25261.86296,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Chernivetska,14323.38674,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Ivano-Frankivska,5395.365889,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Khmelnytska,42972.28833,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Kirovohradska,1238.830245,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Kyivska,6366.742255,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Lvivska,17466.81491,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Odeska,1318.091222,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Ternopilska,13335.59823,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Vinnytska,8369.09734,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Zakarpatska,6465.502291,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Zhytomyrska,14467.18864,2014,335,VNP46A3.A2014335.h20v04.001.2021126160612.h5,01/12/2014
Cherkaska,7349.174028,2014,335,VNP46A3.A2014335.h21v03.001.2021126160632.h5,01/12/2014
Chernihivska,1499.486809,2014,335,VNP46A3.A2014335.h21v03.001.2021126160632.h5,01/12/2014
Kharkivska,5390.75322,2014,335,VNP46A3.A2014335.h21v03.001.2021126160632.h5,01/12/2014
Kyiv,2782.502992,2014,335,VNP46A3.A2014335.h21v03.001.2021126160632.h5,01/12/2014
Kyivska,5647.800448,2014,335,VNP46A3.A2014335.h21v03.001.2021126160632.h5,01/12/2014
Luhanska,285.7688953,2014,335,VNP46A3.A2014335.h21v03.001.2021126160632.h5,01/12/2014
Poltavska,8124.879605,2014,335,VNP46A3.A2014335.h21v03.001.2021126160632.h5,01/12/2014
Sumska,2055.827078,2014,335,VNP46A3.A2014335.h21v03.001.2021126160632.h5,01/12/2014
Autonomous Republic of Crimea,14350.52289,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Cherkaska,22529.65932,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Dnipropetrovska,9280.912251,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Donetska,29629.38039,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Kharkivska,3747.156319,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Khersonska,5216.581955,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Kirovohradska,41803.06846,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Kyivska,11572.89831,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Luhanska,57287.45475,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Mykolaivska,41255.45155,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
Odeska,13773.43441,2014,335,VNP46A3.A2014335.h21v04.001.2021126160637.h5,01/12/2014
